+---------+-------------------+----------------+------------+-----------------+
| month   | specialty_name    | encounter_type | encounters | unique_patients |
| 2024-05 | Gastroenterology  | Outpatient     |        666 |             439 |
| 2024-05 | Internal Medicine | ER             |        108 |              71 |
| 2024-05 | Internal Medicine | Outpatient     |        954 |             627 |
| 2024-05 | Nephrology        | ER             |         88 |              58 |
| 2024-05 | Nephrology        | Inpatient      |        301 |             200 |
| 2024-05 | Nephrology        | Outpatient     |        652 |             429 |
| 2024-05 | Neurology         | ER             |        199 |             130 |
| 2024-05 | Neurology         | Inpatient      |        131 |              85 |
| 2024-05 | Neurology         | Outpatient     |        755 |             499 |
| 2024-05 | Oncology          | ER             |        328 |             216 |
| 2024-05 | Oncology          | Outpatient     |        712 |             468 |
| 2024-05 | Orthopedics       | ER             |        179 |             116 |
| 2024-05 | Orthopedics       | Outpatient     |        919 |             605 |
| 2024-05 | Psychiatry        | Inpatient      |        383 |             254 |
| 2024-05 | Psychiatry        | Outpatient     |        654 |             430 |
| 2024-05 | Pulmonology       | ER             |        291 |             193 |
| 2024-05 | Pulmonology       | Outpatient     |        748 |             492 |
| 2024-06 | Cardiology        | ER             |        279 |             183 |
| 2024-06 | Cardiology        | Inpatient      |         26 |              17 |
| 2024-06 | Cardiology        | Outpatient     |        687 |             452 |
| 2024-06 | Emergency         | Inpatient      |        239 |             157 |
| 2024-06 | Emergency         | Outpatient     |        759 |             497 |
| 2024-06 | Endocrinology     | ER             |         61 |              40 |
| 2024-06 | Endocrinology     | Outpatient     |        932 |             610 |
| 2024-06 | Family Medicine   | ER             |         78 |              51 |
| 2024-06 | Family Medicine   | Inpatient      |        226 |             149 |
| 2024-06 | Family Medicine   | Outpatient     |        705 |             462 |
| 2024-06 | Gastroenterology  | ER             |        260 |             170 |
| 2024-06 | Gastroenterology  | Outpatient     |        734 |             482 |
| 2024-06 | Internal Medicine | Inpatient      |        386 |             252 |
| 2024-06 | Internal Medicine | Outpatient     |        689 |             451 |
| 2024-06 | Nephrology        | ER             |        385 |             252 |
| 2024-06 | Nephrology        | Outpatient     |        683 |             451 |
| 2024-06 | Neurology         | ER             |        186 |             122 |
| 2024-06 | Neurology         | Outpatient     |        861 |             565 |
| 2024-06 | Oncology          | ER             |        371 |             243 |
| 2024-06 | Oncology          | Inpatient      |        333 |             218 |
| 2024-06 | Oncology          | Outpatient     |        355 |             234 |
| 2024-06 | Orthopedics       | ER             |        207 |             136 |
| 2024-06 | Orthopedics       | Outpatient     |        823 |             539 |
| 2024-06 | Psychiatry        | ER             |        385 |             252 |
| 2024-06 | Psychiatry        | Outpatient     |        629 |             414 |
| 2024-06 | Pulmonology       | ER             |        385 |             252 |
| 2024-06 | Pulmonology       | Outpatient     |        655 |             430 |
| 2024-07 | Cardiology        | ER             |        106 |              69 |
| 2024-07 | Cardiology        | Outpatient     |        953 |             627 |
| 2024-07 | Emergency         | ER             |        181 |             120 |
| 2024-07 | Emergency         | Inpatient      |        145 |              95 |
| 2024-07 | Emergency         | Outpatient     |        770 |             506 |
| 2024-07 | Endocrinology     | ER             |          4 |               3 |
| 2024-07 | Endocrinology     | Inpatient      |        324 |             213 |
| 2024-07 | Endocrinology     | Outpatient     |        714 |             467 |
| 2024-07 | Family Medicine   | ER             |        306 |             201 |
| 2024-07 | Family Medicine   | Outpatient     |        727 |             480 |
| 2024-07 | Gastroenterology  | ER             |        126 |              82 |
| 2024-07 | Gastroenterology  | Outpatient     |        955 |             628 |
| 2024-07 | Internal Medicine | ER             |        385 |             252 |
| 2024-07 | Internal Medicine | Outpatient     |        649 |             427 |
| 2024-07 | Nephrology        | Inpatient      |        344 |             226 |
| 2024-07 | Nephrology        | Outpatient     |        715 |             468 |
| 2024-07 | Neurology         | ER             |        384 |             252 |
| 2024-07 | Neurology         | Outpatient     |        652 |             429 |
| 2024-07 | Oncology          | ER             |        365 |             240 |
| 2024-07 | Oncology          | Outpatient     |        710 |             467 |
| 2024-07 | Orthopedics       | ER             |         99 |              64 |
| 2024-07 | Orthopedics       | Inpatient      |        385 |             253 |
| 2024-07 | Orthopedics       | Outpatient     |        558 |             365 |
| 2024-07 | Psychiatry        | ER             |        163 |             107 |
| 2024-07 | Psychiatry        | Outpatient     |        936 |             616 |
| 2024-07 | Pulmonology       | ER             |        383 |             253 |
| 2024-07 | Pulmonology       | Inpatient      |        141 |              92 |
| 2024-07 | Pulmonology       | Outpatient     |        570 |             375 |
| 2024-08 | Cardiology        | ER             |        385 |             253 |
| 2024-08 | Cardiology        | Outpatient     |        709 |             468 |
| 2024-08 | Emergency         | ER             |        204 |             134 |
| 2024-08 | Emergency         | Outpatient     |        870 |             576 |
| 2024-08 | Endocrinology     | ER             |        384 |             254 |
| 2024-08 | Endocrinology     | Outpatient     |        712 |             467 |
| 2024-08 | Family Medicine   | ER             |         39 |              26 |
| 2024-08 | Family Medicine   | Inpatient      |        346 |             227 |
| 2024-08 | Family Medicine   | Outpatient     |        689 |             455 |
| 2024-08 | Gastroenterology  | Inpatient      |        386 |             253 |
| 2024-08 | Gastroenterology  | Outpatient     |        710 |             467 |
| 2024-08 | Internal Medicine | ER             |        264 |             174 |
| 2024-08 | Internal Medicine | Outpatient     |        773 |             509 |
| 2024-08 | Nephrology        | ER             |        284 |             186 |
| 2024-08 | Nephrology        | Inpatient      |         40 |              28 |
| 2024-08 | Nephrology        | Outpatient     |        709 |             467 |
| 2024-08 | Neurology         | ER             |        120 |              79 |
| 2024-08 | Neurology         | Inpatient      |        244 |             160 |
| 2024-08 | Neurology         | Outpatient     |        671 |             444 |
| 2024-08 | Oncology          | ER             |         23 |              15 |
| 2024-08 | Oncology          | Inpatient      |         62 |              41 |
| 2024-08 | Oncology          | Outpatient     |        952 |             629 |
| 2024-08 | Orthopedics       | ER             |        385 |             253 |
| 2024-08 | Orthopedics       | Outpatient     |        673 |             443 |
| 2024-08 | Psychiatry        | ER             |        324 |             213 |
| 2024-08 | Psychiatry        | Outpatient     |        729 |             481 |
| 2024-08 | Pulmonology       | ER             |         84 |              55 |
| 2024-08 | Pulmonology       | Inpatient      |        169 |             113 |
| 2024-08 | Pulmonology       | Outpatient     |        785 |             518 |
| 2024-09 | Cardiology        | Inpatient      |        327 |             214 |
| 2024-09 | Cardiology        | Outpatient     |        687 |             451 |
| 2024-09 | Emergency         | ER             |        385 |             252 |
| 2024-09 | Emergency         | Outpatient     |        608 |             398 |
| 2024-09 | Endocrinology     | ER             |        347 |             227 |
| 2024-09 | Endocrinology     | Outpatient     |        690 |             452 |
| 2024-09 | Family Medicine   | ER             |        368 |             240 |
| 2024-09 | Family Medicine   | Outpatient     |        689 |             452 |
| 2024-09 | Gastroenterology  | ER             |        386 |             252 |
| 2024-09 | Gastroenterology  | Outpatient     |        615 |             402 |
| 2024-09 | Internal Medicine | ER             |        120 |              79 |
| 2024-09 | Internal Medicine | Outpatient     |        933 |             611 |
| 2024-09 | Nephrology        | ER             |        101 |              66 |
| 2024-09 | Nephrology        | Outpatient     |        935 |             611 |
| 2024-09 | Neurology         | ER             |        165 |             108 |
| 2024-09 | Neurology         | Inpatient      |        141 |              92 |
| 2024-09 | Neurology         | Outpatient     |        770 |             505 |
| 2024-09 | Oncology          | Inpatient      |        324 |             212 |
| 2024-09 | Oncology          | Outpatient     |        688 |             451 |
| 2024-09 | Orthopedics       | ER             |         16 |              10 |
| 2024-09 | Orthopedics       | Inpatient      |        129 |              84 |
| 2024-09 | Orthopedics       | Outpatient     |        928 |             610 |
| 2024-09 | Psychiatry        | ER             |        282 |             185 |
| 2024-09 | Psychiatry        | Inpatient      |        289 |             189 |
| 2024-09 | Psychiatry        | Outpatient     |        426 |             277 |
| 2024-09 | Pulmonology       | ER             |        303 |             198 |
| 2024-09 | Pulmonology       | Outpatient     |        692 |             454 |
| 2024-10 | Cardiology        | ER             |        267 |             176 |
| 2024-10 | Cardiology        | Inpatient      |         59 |              39 |
| 2024-10 | Cardiology        | Outpatient     |        710 |             468 |
| 2024-10 | Emergency         | ER             |        383 |             253 |
| 2024-10 | Emergency         | Inpatient      |        227 |             150 |
| 2024-10 | Emergency         | Outpatient     |        440 |             290 |
| 2024-10 | Endocrinology     | ER             |         38 |              25 |
| 2024-10 | Endocrinology     | Inpatient      |         44 |              29 |
| 2024-10 | Endocrinology     | Outpatient     |        952 |             626 |
| 2024-10 | Family Medicine   | ER             |         84 |              55 |
| 2024-10 | Family Medicine   | Outpatient     |        952 |             627 |
| 2024-10 | Gastroenterology  | ER             |        247 |             162 |
| 2024-10 | Gastroenterology  | Outpatient     |        789 |             517 |
| 2024-10 | Internal Medicine | ER             |        141 |              93 |
| 2024-10 | Internal Medicine | Inpatient      |        385 |             252 |
| 2024-10 | Internal Medicine | Outpatient     |        553 |             365 |
| 2024-10 | Nephrology        | ER             |        385 |             253 |
| 2024-10 | Nephrology        | Outpatient     |        706 |             468 |
| 2024-10 | Neurology         | ER             |        220 |             144 |
| 2024-10 | Neurology         | Outpatient     |        839 |             552 |
| 2024-10 | Oncology          | ER             |        386 |             253 |
| 2024-10 | Oncology          | Outpatient     |        712 |             467 |
| 2024-10 | Orthopedics       | ER             |         86 |              58 |
| 2024-10 | Orthopedics       | Inpatient      |        241 |             158 |
| 2024-10 | Orthopedics       | Outpatient     |        712 |             470 |
| 2024-10 | Psychiatry        | ER             |        384 |             253 |
| 2024-10 | Psychiatry        | Outpatient     |        690 |             454 |
| 2024-10 | Pulmonology       | Inpatient      |        385 |             253 |
| 2024-10 | Pulmonology       | Outpatient     |        705 |             464 |
| 2024-11 | Cardiology        | ER             |        117 |              76 |
| 2024-11 | Cardiology        | Outpatient     |        935 |             614 |
| 2024-11 | Emergency         | ER             |        149 |              98 |
| 2024-11 | Emergency         | Inpatient      |         37 |              25 |
| 2024-11 | Emergency         | Outpatient     |        887 |             585 |
| 2024-11 | Endocrinology     | Inpatient      |        340 |             225 |
| 2024-11 | Endocrinology     | Outpatient     |        692 |             454 |
| 2024-11 | Family Medicine   | ER             |        319 |             210 |
| 2024-11 | Family Medicine   | Outpatient     |        689 |             453 |
| 2024-11 | Gastroenterology  | ER             |        299 |             197 |
| 2024-11 | Gastroenterology  | Inpatient      |          6 |               4 |
| 2024-11 | Gastroenterology  | Outpatient     |        763 |             504 |
| 2024-11 | Internal Medicine | ER             |        384 |             254 |
| 2024-11 | Internal Medicine | Outpatient     |        611 |             399 |
| 2024-11 | Nephrology        | ER             |        167 |             110 |
| 2024-11 | Nephrology        | Inpatient      |        311 |             203 |
| 2024-11 | Nephrology        | Outpatient     |        524 |             344 |
| 2024-11 | Neurology         | Inpatient      |        385 |             254 |
| 2024-11 | Neurology         | Outpatient     |        613 |             404 |
| 2024-11 | Oncology          | ER             |        331 |             217 |
| 2024-11 | Oncology          | Outpatient     |        690 |             454 |
| 2024-11 | Orthopedics       | ER             |        298 |             195 |
| 2024-11 | Orthopedics       | Outpatient     |        697 |             458 |
| 2024-11 | Psychiatry        | Inpatient      |        127 |              83 |
| 2024-11 | Psychiatry        | Outpatient     |        936 |             614 |
| 2024-11 | Pulmonology       | ER             |        350 |             231 |
| 2024-11 | Pulmonology       | Outpatient     |        689 |             455 |
| 2024-12 | Cardiology        | ER             |        355 |             233 |
| 2024-12 | Cardiology        | Inpatient      |         30 |              19 |
| 2024-12 | Cardiology        | Outpatient     |        658 |             432 |
| 2024-12 | Emergency         | ER             |        236 |             155 |
| 2024-12 | Emergency         | Outpatient     |        761 |             499 |
| 2024-12 | Endocrinology     | ER             |        383 |             252 |
| 2024-12 | Endocrinology     | Outpatient     |        675 |             442 |
| 2024-12 | Family Medicine   | Inpatient      |        385 |             252 |
| 2024-12 | Family Medicine   | Outpatient     |        691 |             453 |
| 2024-12 | Gastroenterology  | ER             |        216 |             143 |
| 2024-12 | Gastroenterology  | Inpatient      |        244 |             159 |
| 2024-12 | Gastroenterology  | Outpatient     |        561 |             368 |
| 2024-12 | Internal Medicine | Inpatient      |        210 |             138 |
| 2024-12 | Internal Medicine | Outpatient     |        821 |             537 |
| 2024-12 | Nephrology        | ER             |        229 |             150 |
| 2024-12 | Nephrology        | Inpatient      |         74 |              49 |
| 2024-12 | Nephrology        | Outpatient     |        700 |             460 |
| 2024-12 | Neurology         | ER             |        382 |             252 |
| 2024-12 | Neurology         | Outpatient     |        663 |             434 |
| 2024-12 | Oncology          | ER             |        109 |              71 |
| 2024-12 | Oncology          | Inpatient      |          8 |               5 |
| 2024-12 | Oncology          | Outpatient     |        879 |             576 |
| 2024-12 | Orthopedics       | ER             |        384 |             252 |
| 2024-12 | Orthopedics       | Outpatient     |        682 |             447 |
| 2024-12 | Psychiatry        | ER             |         48 |              31 |
| 2024-12 | Psychiatry        | Inpatient      |        258 |             169 |
| 2024-12 | Psychiatry        | Outpatient     |        688 |             452 |
| 2024-12 | Pulmonology       | ER             |         60 |              41 |
| 2024-12 | Pulmonology       | Outpatient     |        932 |             611 |
+---------+-------------------+----------------+------------+-----------------+
+------------+------------------------------------------------+----------+-------------------------------------------------------------------+-----------------+
| icd10_code | icd10_description                              | cpt_code | cpt_description                                                   | encounter_count |
+------------+------------------------------------------------+----------+-------------------------------------------------------------------+-----------------+
| I10        | Essential (primary) hypertension               | 99213    | Office/outpatient visit, established patient, low complexity      |           26062 |
| I10        | Essential (primary) hypertension               | 99214    | Office/outpatient visit, established patient, moderate complexity |           15774 |
| E11.9      | Type 2 diabetes mellitus without complications | 99213    | Office/outpatient visit, established patient, low complexity      |           13241 |
| I10        | Essential (primary) hypertension               | 85025    | Complete blood count with automated differential                  |           13108 |
| I10        | Essential (primary) hypertension               | 80053    | Comprehensive metabolic panel                                     |           11520 |
| E78.5      | Hyperlipidemia, unspecified                    | 99213    | Office/outpatient visit, established patient, low complexity      |           11512 |
| I10        | Essential (primary) hypertension               | 36415    | Collection of venous blood by venipuncture                        |           11146 |
| I10        | Essential (primary) hypertension               | 93000    | Electrocardiogram, routine ECG with interpretation                |            9567 |
| I10        | Essential (primary) hypertension               | 80061    | Lipid panel                                                       |            9166 |
| Z00.00     | General adult medical examination              | 99213    | Office/outpatient visit, established patient, low complexity      |            8939 |
| I10        | Essential (primary) hypertension               | 83036    | Hemoglobin A1c                                                    |            8570 |
| M54.5      | Low back pain                                  | 99213    | Office/outpatient visit, established patient, low complexity      |            8534 |
| J45.909    | Unspecified asthma, uncomplicated              | 99213    | Office/outpatient visit, established patient, low complexity      |            8393 |
| I10        | Essential (primary) hypertension               | 99203    | Office/outpatient visit, new patient, low complexity              |            8311 |
| I10        | Essential (primary) hypertension               | 81003    | Urinalysis, automated, without microscopy                         |            8135 |
| I10        | Essential (primary) hypertension               | 71046    | Radiologic examination, chest, 2 views                            |            7916 |
| E11.9      | Type 2 diabetes mellitus without complications | 99214    | Office/outpatient visit, established patient, moderate complexity |            7870 |
| I10        | Essential (primary) hypertension               | 84443    | Thyroid stimulating hormone assay                                 |            7851 |
| I10        | Essential (primary) hypertension               | 99283    | Emergency department visit, low complexity                        |            7448 |
| I10        | Essential (primary) hypertension               | 70450    | CT head/brain without contrast                                    |            7362 |
+------------+------------------------------------------------+----------+-------------------------------------------------------------------+-----------------+
+-------------------+----------------------+------------------+----------------------+
| specialty_name    | inpatient_discharges | readmissions_30d | readmission_rate_pct |
+-------------------+----------------------+------------------+----------------------+
| Cardiology        |                 2473 |                0 |                 0.00 |
| Internal Medicine |                 2553 |                0 |                 0.00 |
| Emergency         |                 2441 |                0 |                 0.00 |
| Orthopedics       |                 2543 |                0 |                 0.00 |
| Pulmonology       |                 2479 |                0 |                 0.00 |
| Endocrinology     |                 2495 |                0 |                 0.00 |
| Nephrology        |                 2523 |                0 |                 0.00 |
| Gastroenterology  |                 2452 |                0 |                 0.00 |
| Neurology         |                 2555 |                0 |                 0.00 |
| Psychiatry        |                 2464 |                0 |                 0.00 |
| Family Medicine   |                 2516 |                0 |                 0.00 |
| Oncology          |                 2507 |                0 |                 0.00 |
+-------------------+----------------------+------------------+----------------------+
+---------+-------------------+--------+---------------+
| month   | specialty_name    | claims | total_allowed |
+---------+-------------------+--------+---------------+
| 2023-01 | Cardiology        |   1038 |    5826842.92 |
| 2023-01 | Emergency         |   1039 |   10116036.54 |
| 2023-01 | Endocrinology     |   1039 |     946473.68 |
| 2023-01 | Family Medicine   |   1043 |     836194.57 |
| 2023-01 | Gastroenterology  |   1038 |    1167025.70 |
| 2023-01 | Internal Medicine |   1097 |    4523127.02 |
| 2023-01 | Nephrology        |   1094 |     573604.69 |
| 2023-01 | Neurology         |   1084 |     562082.81 |
| 2023-01 | Oncology          |   1089 |    7758953.21 |
| 2023-01 | Orthopedics       |   1068 |    3413400.77 |
| 2023-01 | Psychiatry        |   1047 |     826036.82 |
| 2023-01 | Pulmonology       |   1069 |     900002.66 |
| 2023-02 | Cardiology        |    980 |     598029.46 |
| 2023-02 | Emergency         |   1009 |    1192756.26 |
| 2023-02 | Endocrinology     |    962 |    2111566.31 |
| 2023-02 | Family Medicine   |    937 |     337468.70 |
| 2023-02 | Gastroenterology  |    998 |    6183617.27 |
| 2023-02 | Internal Medicine |    916 |     799377.13 |
| 2023-02 | Nephrology        |    934 |   14453163.38 |
| 2023-02 | Neurology         |    907 |     698591.27 |
| 2023-02 | Oncology          |    956 |    1009402.63 |
| 2023-02 | Orthopedics       |    920 |    8439139.57 |
| 2023-02 | Psychiatry        |    996 |     831772.98 |
| 2023-02 | Pulmonology       |    977 |   11717298.59 |
| 2023-03 | Cardiology        |   1066 |     803287.97 |
| 2023-03 | Emergency         |   1040 |     302663.97 |
| 2023-03 | Endocrinology     |   1085 |    7629419.60 |
| 2023-03 | Family Medicine   |   1095 |    3599017.97 |
| 2023-03 | Gastroenterology  |   1047 |   10353867.12 |
| 2023-03 | Internal Medicine |   1070 |     513925.86 |
| 2023-03 | Nephrology        |   1048 |     516733.88 |
| 2023-03 | Neurology         |   1085 |   18081200.02 |
| 2023-03 | Oncology          |   1039 |    4902182.29 |
| 2023-03 | Orthopedics       |   1097 |     487115.76 |
| 2023-03 | Psychiatry        |   1039 |    2155170.19 |
| 2023-03 | Pulmonology       |   1039 |    2318016.58 |
| 2023-04 | Cardiology        |    989 |    2658217.22 |
| 2023-04 | Emergency         |    999 |     471657.22 |
| 2023-04 | Endocrinology     |    998 |     637554.07 |
| 2023-04 | Family Medicine   |   1002 |    1382527.32 |
| 2023-04 | Gastroenterology  |    996 |     489330.02 |
| 2023-04 | Internal Medicine |   1065 |    1422116.47 |
| 2023-04 | Nephrology        |   1076 |     480360.97 |
| 2023-04 | Neurology         |   1043 |     542679.87 |
| 2023-04 | Oncology          |   1060 |    1081315.63 |
| 2023-04 | Orthopedics       |   1024 |    1049802.07 |
| 2023-04 | Psychiatry        |   1023 |    5335958.45 |
| 2023-04 | Pulmonology       |   1045 |     418893.67 |
| 2023-05 | Cardiology        |   1063 |     808505.10 |
| 2023-05 | Emergency         |   1096 |    5530903.18 |
| 2023-05 | Endocrinology     |   1046 |    4404549.40 |
| 2023-05 | Family Medicine   |   1037 |     627149.68 |
| 2023-05 | Gastroenterology  |   1085 |     596707.32 |
| 2023-05 | Internal Medicine |   1038 |    2930877.96 |
| 2023-05 | Nephrology        |   1048 |     524723.86 |
| 2023-05 | Neurology         |   1041 |     375319.38 |
| 2023-05 | Oncology          |   1073 |     565966.39 |
| 2023-05 | Orthopedics       |   1037 |    1904515.73 |
| 2023-05 | Psychiatry        |   1101 |     647494.63 |
| 2023-05 | Pulmonology       |   1085 |    5720096.95 |
| 2023-06 | Cardiology        |   1066 |     492263.34 |
| 2023-06 | Emergency         |   1023 |     882563.94 |
| 2023-06 | Endocrinology     |   1074 |    3362431.71 |
| 2023-06 | Family Medicine   |   1060 |     419757.24 |
| 2023-06 | Gastroenterology  |   1051 |    3647502.64 |
| 2023-06 | Internal Medicine |   1000 |     704231.51 |
| 2023-06 | Nephrology        |    993 |    8769666.78 |
| 2023-06 | Neurology         |   1018 |    2545212.83 |
| 2023-06 | Oncology          |    991 |     794329.20 |
| 2023-06 | Orthopedics       |   1040 |    2217590.97 |
| 2023-06 | Psychiatry        |   1008 |    6446029.19 |
| 2023-06 | Pulmonology       |    995 |    1045997.79 |
| 2023-07 | Cardiology        |   1041 |     642590.22 |
| 2023-07 | Emergency         |   1034 |    1551292.92 |
| 2023-07 | Endocrinology     |   1050 |     572622.24 |
| 2023-07 | Family Medicine   |   1075 |    9109520.29 |
| 2023-07 | Gastroenterology  |   1037 |    6055317.24 |
| 2023-07 | Internal Medicine |   1098 |    5249560.85 |
| 2023-07 | Nephrology        |   1081 |     940945.50 |
| 2023-07 | Neurology         |   1096 |    3465534.22 |
| 2023-07 | Oncology          |   1063 |    5974062.14 |
| 2023-07 | Orthopedics       |   1093 |    1082476.60 |
| 2023-07 | Psychiatry        |   1045 |    2181124.34 |
| 2023-07 | Pulmonology       |   1037 |     821463.05 |
| 2023-08 | Cardiology        |   1033 |   12806831.20 |
| 2023-08 | Emergency         |   1061 |   12166756.95 |
| 2023-08 | Endocrinology     |   1042 |    1105798.42 |
| 2023-08 | Family Medicine   |   1036 |    1172889.14 |
| 2023-08 | Gastroenterology  |   1038 |     907377.84 |
| 2023-08 | Internal Medicine |   1077 |    4229258.44 |
| 2023-08 | Nephrology        |   1091 |     480467.97 |
| 2023-08 | Neurology         |   1055 |     955701.20 |
| 2023-08 | Oncology          |   1098 |    5238971.89 |
| 2023-08 | Orthopedics       |   1036 |   12552645.86 |
| 2023-08 | Psychiatry        |   1076 |     540969.39 |
| 2023-08 | Pulmonology       |   1094 |     597547.68 |
| 2023-09 | Cardiology        |   1056 |     482751.54 |
| 2023-09 | Emergency         |   1073 |     566427.73 |
| 2023-09 | Endocrinology     |   1030 |    9942285.98 |
| 2023-09 | Family Medicine   |   1014 |     339029.93 |
| 2023-09 | Gastroenterology  |   1074 |   11648971.42 |
| 2023-09 | Internal Medicine |    997 |     307657.44 |
| 2023-09 | Nephrology        |    994 |    5761702.77 |
| 2023-09 | Neurology         |    991 |     408507.66 |
| 2023-09 | Oncology          |   1017 |     436429.18 |
| 2023-09 | Orthopedics       |    996 |    2908849.03 |
| 2023-09 | Psychiatry        |   1057 |     925695.77 |
| 2023-09 | Pulmonology       |   1033 |   16852691.25 |
| 2023-10 | Cardiology        |   1078 |    1694396.92 |
| 2023-10 | Emergency         |   1040 |     585522.12 |
| 2023-10 | Endocrinology     |   1098 |    9453512.02 |
| 2023-10 | Family Medicine   |   1094 |     588374.83 |
| 2023-10 | Gastroenterology  |   1058 |     637028.52 |
| 2023-10 | Internal Medicine |   1054 |     585248.51 |
| 2023-10 | Nephrology        |   1038 |    1103353.56 |
| 2023-10 | Neurology         |   1072 |    2018002.92 |
| 2023-10 | Oncology          |   1033 |    2208572.02 |
| 2023-10 | Orthopedics       |   1099 |     452717.65 |
| 2023-10 | Psychiatry        |   1034 |    2472697.32 |
| 2023-10 | Pulmonology       |   1038 |     501510.67 |
| 2023-11 | Cardiology        |    993 |    3640770.58 |
| 2023-11 | Emergency         |    995 |     403230.01 |
| 2023-11 | Endocrinology     |   1001 |     472736.90 |
| 2023-11 | Family Medicine   |   1019 |    4672244.84 |
| 2023-11 | Gastroenterology  |    995 |     375991.55 |
| 2023-11 | Internal Medicine |   1074 |    6364518.44 |
| 2023-11 | Nephrology        |   1070 |     692779.31 |
| 2023-11 | Neurology         |   1059 |     725375.88 |
| 2023-11 | Oncology          |   1052 |    1667852.75 |
| 2023-11 | Orthopedics       |   1036 |     699073.85 |
| 2023-11 | Psychiatry        |   1010 |    1317770.76 |
| 2023-11 | Pulmonology       |   1031 |     930070.63 |
| 2023-12 | Cardiology        |   1046 |     863558.49 |
| 2023-12 | Emergency         |   1091 |    7745953.04 |
| 2023-12 | Endocrinology     |   1039 |    6933426.02 |
| 2023-12 | Family Medicine   |   1034 |     914070.85 |
| 2023-12 | Gastroenterology  |   1073 |     666163.32 |
| 2023-12 | Internal Medicine |   1040 |     954336.66 |
| 2023-12 | Nephrology        |   1064 |    2438713.85 |
| 2023-12 | Neurology         |   1034 |     789645.34 |
| 2023-12 | Oncology          |   1082 |     497948.08 |
| 2023-12 | Orthopedics       |   1039 |    7552554.41 |
| 2023-12 | Psychiatry        |   1094 |     445815.82 |
| 2023-12 | Pulmonology       |   1096 |    3208598.30 |
| 2024-01 | Cardiology        |   1096 |    1118685.04 |
| 2024-01 | Emergency         |   1082 |     940390.99 |
| 2024-01 | Endocrinology     |   1087 |     984373.78 |
| 2024-01 | Family Medicine   |   1069 |    6689966.34 |
| 2024-01 | Gastroenterology  |   1097 |    9558412.14 |
| 2024-01 | Internal Medicine |   1040 |     436512.28 |
| 2024-01 | Nephrology        |   1038 |    6157908.31 |
| 2024-01 | Neurology         |   1036 |    1158143.86 |
| 2024-01 | Oncology          |   1034 |     732445.79 |
| 2024-01 | Orthopedics       |   1048 |    3008798.27 |
| 2024-01 | Psychiatry        |   1069 |    7066835.37 |
| 2024-01 | Pulmonology       |   1042 |    1652113.19 |
| 2024-02 | Cardiology        |    979 |    2869500.78 |
| 2024-02 | Emergency         |    951 |    6787223.83 |
| 2024-02 | Endocrinology     |   1000 |     404405.33 |
| 2024-02 | Family Medicine   |   1021 |    5806462.93 |
| 2024-02 | Gastroenterology  |    959 |     904558.11 |
| 2024-02 | Internal Medicine |   1020 |    1116480.45 |
| 2024-02 | Nephrology        |   1004 |     998327.99 |
| 2024-02 | Neurology         |   1045 |   11050278.63 |
| 2024-02 | Oncology          |    985 |   13841822.11 |
| 2024-02 | Orthopedics       |   1041 |     535696.91 |
| 2024-02 | Psychiatry        |    951 |    1649158.76 |
| 2024-02 | Pulmonology       |    962 |     972968.39 |
| 2024-03 | Cardiology        |   1034 |   12943391.48 |
| 2024-03 | Emergency         |   1064 |    3953930.73 |
| 2024-03 | Endocrinology     |   1040 |     936809.29 |
| 2024-03 | Family Medicine   |   1042 |     457514.10 |
| 2024-03 | Gastroenterology  |   1049 |     531315.74 |
| 2024-03 | Internal Medicine |   1068 |   16208673.64 |
| 2024-03 | Nephrology        |   1085 |     559882.02 |
| 2024-03 | Neurology         |   1049 |     482266.65 |
| 2024-03 | Oncology          |   1100 |     555618.14 |
| 2024-03 | Orthopedics       |   1037 |   12453574.71 |
| 2024-03 | Psychiatry        |   1088 |     388981.49 |
| 2024-03 | Pulmonology       |   1094 |    5477691.98 |
| 2024-04 | Cardiology        |   1065 |     639238.98 |
| 2024-04 | Emergency         |   1067 |     465741.20 |
| 2024-04 | Endocrinology     |   1039 |    2544558.58 |
| 2024-04 | Family Medicine   |   1019 |     594326.05 |
| 2024-04 | Gastroenterology  |   1073 |    2384850.13 |
| 2024-04 | Internal Medicine |    997 |    1528606.05 |
| 2024-04 | Nephrology        |    993 |    1035420.85 |
| 2024-04 | Neurology         |    987 |    2659851.15 |
| 2024-04 | Oncology          |   1006 |     369529.83 |
| 2024-04 | Orthopedics       |   1005 |     560880.33 |
| 2024-04 | Psychiatry        |   1048 |     447943.33 |
| 2024-04 | Pulmonology       |   1020 |    1176553.00 |
| 2024-05 | Cardiology        |   1070 |    5734317.98 |
| 2024-05 | Emergency         |   1038 |     595071.73 |
| 2024-05 | Endocrinology     |   1093 |     800347.64 |
| 2024-05 | Family Medicine   |   1094 |    2928274.42 |
| 2024-05 | Gastroenterology  |   1052 |     827376.42 |
| 2024-05 | Internal Medicine |   1062 |     362521.93 |
| 2024-05 | Nephrology        |   1041 |    3065889.25 |
| 2024-05 | Neurology         |   1085 |    2126734.09 |
| 2024-05 | Oncology          |   1040 |     589220.59 |
| 2024-05 | Orthopedics       |   1098 |     524635.34 |
| 2024-05 | Psychiatry        |   1037 |    5420652.85 |
| 2024-05 | Pulmonology       |   1039 |     584700.00 |
| 2024-06 | Cardiology        |    992 |    1242794.61 |
